"","Country","Female","Ideo","ClimConcen","ClimSerious","Tech","SupportParis","WhenHarm","PesonalHarm","WorryType","RichPay","WomensRights","Edu","StandIncome","ClimStand","GDPPC","Diffs"
"38","Argentina",1,NA,4,4,1,NA,1,4,"Severe weather, like floods or intense storms",1,4,7,0,0.806206591320783,14398.4,-0.0104726550446842
"39","Argentina",1,4,4,4,0,0,1,4,"Droughts or water shortages",1,4,13,0,0.806206591320783,14398.4,-0.0104726550446842
"40","Argentina",0,6,4,3,0,1,2,4,"Droughts or water shortages",0,4,2,0.168091027362967,-0.440039358996632,14398.4,-0.0104726550446842
"41","Argentina",0,NA,4,4,0,1,1,4,"Droughts or water shortages",1,4,17,0,0.806206591320783,14398.4,-0.0104726550446842
"42","Argentina",1,NA,4,3,0,0,1,3,"Severe weather, like floods or intense storms",1,3,7,0,-0.440039358996632,14398.4,-0.0104726550446842
"43","Argentina",1,3,4,4,0,1,1,3,"Droughts or water shortages",0,4,17,0,0.806206591320783,14398.4,-0.0104726550446842
"44","Argentina",0,1,3,3,0,0,2,3,"Severe weather, like floods or intense storms",1,4,15,0,-0.440039358996632,14398.4,-0.0104726550446842
"45","Argentina",1,4,3,4,0,1,1,4,"Droughts or water shortages",0,4,17,0,0.806206591320783,14398.4,-0.0104726550446842
"46","Argentina",1,4,4,3,0,0,2,3,"Long periods of unusually hot weather",0,4,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"47","Argentina",1,NA,2,4,0,1,1,4,"Droughts or water shortages",0,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"48","Argentina",0,1,3,3,0,0,NA,3,"Droughts or water shortages",0,3,14,0,-0.440039358996632,14398.4,-0.0104726550446842
"49","Argentina",0,3,4,4,0,1,1,4,"Rising sea levels",1,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"50","Argentina",0,1,3,3,0,NA,1,3,"Severe weather, like floods or intense storms",0,4,15,0,-0.440039358996632,14398.4,-0.0104726550446842
"51","Argentina",0,7,4,4,0,1,1,4,"Droughts or water shortages",1,4,6,1.98061974694666,0.806206591320783,14398.4,-0.0104726550446842
"52","Argentina",1,NA,3,4,0,1,1,2,"Long periods of unusually hot weather",NA,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"53","Argentina",0,5,3,4,0,1,1,4,"Droughts or water shortages",1,4,9,-1.24165353231324,0.806206591320783,14398.4,-0.0104726550446842
"54","Argentina",1,NA,4,4,0,1,1,4,"Droughts or water shortages",0,4,7,0,0.806206591320783,14398.4,-0.0104726550446842
"55","Argentina",1,NA,1,3,0,0,2,1,"Long periods of unusually hot weather",0,2,7,0,-0.440039358996632,14398.4,-0.0104726550446842
"56","Argentina",0,NA,4,4,0,1,1,4,"Don't know",0,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"57","Argentina",0,NA,3,4,1,1,1,4,"Droughts or water shortages",1,4,7,0,0.806206591320783,14398.4,-0.0104726550446842
"58","Argentina",1,NA,1,3,NA,NA,NA,3,"Don't know",NA,4,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"59","Argentina",1,NA,4,4,1,NA,1,4,"Droughts or water shortages",1,4,3,-0.838869372405751,0.806206591320783,14398.4,-0.0104726550446842
"60","Argentina",0,4,3,3,0,1,1,3,"Droughts or water shortages",1,4,13,-0.838869372405751,-0.440039358996632,14398.4,-0.0104726550446842
"61","Argentina",0,3,4,4,0,1,1,4,"Droughts or water shortages",0,3,10,0,0.806206591320783,14398.4,-0.0104726550446842
"62","Argentina",0,6,2,3,0,1,1,4,"Droughts or water shortages",0,4,11,-0.23469313254452,-0.440039358996632,14398.4,-0.0104726550446842
"63","Argentina",1,4,4,3,0,0,1,4,"Droughts or water shortages",0,4,13,0,-0.440039358996632,14398.4,-0.0104726550446842
"64","Argentina",1,4,3,4,0,NA,1,3,"Droughts or water shortages",0,4,6,-1.24165353231324,0.806206591320783,14398.4,-0.0104726550446842
"65","Argentina",1,4,4,3,0,NA,1,4,"Droughts or water shortages",0,4,7,0,-0.440039358996632,14398.4,-0.0104726550446842
"66","Argentina",0,5,3,4,0,1,1,4,"Droughts or water shortages",0,4,7,-1.04026145235949,0.806206591320783,14398.4,-0.0104726550446842
"67","Argentina",1,4,4,4,0,NA,1,3,"Droughts or water shortages",0,4,7,0,0.806206591320783,14398.4,-0.0104726550446842
"68","Argentina",0,1,4,4,1,1,1,4,"Droughts or water shortages",0,4,7,0,0.806206591320783,14398.4,-0.0104726550446842
"69","Argentina",0,3,4,2,0,1,1,4,"Droughts or water shortages",0,4,9,0,-1.68628530931405,14398.4,-0.0104726550446842
"70","Argentina",1,7,3,3,0,NA,1,4,"Droughts or water shortages",0,4,7,-2.04722185212821,-0.440039358996632,14398.4,-0.0104726550446842
"71","Argentina",0,3,3,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,19,0.973659347177942,0.806206591320783,14398.4,-0.0104726550446842
"72","Argentina",1,4,4,4,0,1,1,3,"Droughts or water shortages",1,3,13,-0.436085212498264,0.806206591320783,14398.4,-0.0104726550446842
"73","Argentina",1,3,3,4,0,1,1,4,"Droughts or water shortages",1,4,13,-0.0333010525907765,0.806206591320783,14398.4,-0.0104726550446842
"74","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,13,0.973659347177942,0.806206591320783,14398.4,-0.0104726550446842
"75","Argentina",1,4,4,3,0,1,1,4,"Droughts or water shortages",NA,4,18,0.570875187270455,-0.440039358996632,14398.4,-0.0104726550446842
"76","Argentina",0,4,4,4,1,1,1,4,"Droughts or water shortages",1,3,7,-0.637477292452008,0.806206591320783,14398.4,-0.0104726550446842
"77","Argentina",1,NA,1,3,1,1,1,2,"Severe weather, like floods or intense storms",1,4,10,0,-0.440039358996632,14398.4,-0.0104726550446842
"78","Argentina",0,4,4,4,1,1,1,4,"Droughts or water shortages",0,4,18,0.369483107316711,0.806206591320783,14398.4,-0.0104726550446842
"79","Argentina",1,3,4,4,0,1,1,4,"Droughts or water shortages",1,4,13,-0.436085212498264,0.806206591320783,14398.4,-0.0104726550446842
"80","Argentina",0,4,4,4,1,1,2,4,"Droughts or water shortages",0,4,13,0.168091027362967,0.806206591320783,14398.4,-0.0104726550446842
"81","Argentina",0,4,4,4,0,0,1,3,"Rising sea levels",1,3,9,0,0.806206591320783,14398.4,-0.0104726550446842
"82","Argentina",1,4,4,3,0,1,1,3,"Droughts or water shortages",0,4,7,0,-0.440039358996632,14398.4,-0.0104726550446842
"83","Argentina",1,4,3,4,0,1,1,4,"Long periods of unusually hot weather",1,4,10,0,0.806206591320783,14398.4,-0.0104726550446842
"84","Argentina",1,5,4,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,15,0,-0.440039358996632,14398.4,-0.0104726550446842
"85","Argentina",1,4,3,3,0,1,1,2,"Long periods of unusually hot weather",1,4,13,0,-0.440039358996632,14398.4,-0.0104726550446842
"86","Argentina",0,5,2,3,0,1,1,2,"Severe weather, like floods or intense storms",1,3,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"87","Argentina",1,5,1,2,1,0,2,2,"Severe weather, like floods or intense storms",1,4,12,0,-1.68628530931405,14398.4,-0.0104726550446842
"88","Argentina",1,4,4,4,0,1,1,4,"Rising sea levels",1,4,9,0.570875187270455,0.806206591320783,14398.4,-0.0104726550446842
"89","Argentina",0,4,3,4,0,NA,1,3,"Droughts or water shortages",1,3,3,-1.44304561226698,0.806206591320783,14398.4,-0.0104726550446842
"90","Argentina",0,4,4,3,0,1,1,4,"Rising sea levels",1,4,8,0,-0.440039358996632,14398.4,-0.0104726550446842
"91","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,9,0,0.806206591320783,14398.4,-0.0104726550446842
"92","Argentina",1,5,4,4,0,1,1,4,"Rising sea levels",1,4,14,0,0.806206591320783,14398.4,-0.0104726550446842
"93","Argentina",0,1,3,3,0,1,1,4,"Severe weather, like floods or intense storms",1,4,20,0,-0.440039358996632,14398.4,-0.0104726550446842
"94","Argentina",0,4,2,4,0,NA,1,4,"Droughts or water shortages",1,4,18,0,0.806206591320783,14398.4,-0.0104726550446842
"95","Argentina",1,5,3,3,0,1,2,4,"Severe weather, like floods or intense storms",1,3,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"96","Argentina",1,4,3,3,0,NA,2,3,"Severe weather, like floods or intense storms",1,3,13,0,-0.440039358996632,14398.4,-0.0104726550446842
"97","Argentina",1,4,2,4,0,1,2,2,"Severe weather, like floods or intense storms",1,3,10,0,0.806206591320783,14398.4,-0.0104726550446842
"98","Argentina",0,2,2,3,0,1,2,3,"Severe weather, like floods or intense storms",0,4,18,0,-0.440039358996632,14398.4,-0.0104726550446842
"99","Argentina",0,1,3,3,0,0,2,3,"Severe weather, like floods or intense storms",0,3,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"100","Argentina",0,7,3,4,0,1,1,4,"Long periods of unusually hot weather",0,4,14,0,0.806206591320783,14398.4,-0.0104726550446842
"101","Argentina",0,4,3,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"102","Argentina",1,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",0,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"103","Argentina",0,1,3,3,0,1,2,3,"Rising sea levels",1,4,14,0,-0.440039358996632,14398.4,-0.0104726550446842
"104","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,3,18,0,0.806206591320783,14398.4,-0.0104726550446842
"105","Argentina",0,5,3,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,14,0,-0.440039358996632,14398.4,-0.0104726550446842
"106","Argentina",1,2,4,4,0,1,1,4,"Long periods of unusually hot weather",1,4,17,0,0.806206591320783,14398.4,-0.0104726550446842
"107","Argentina",0,1,1,1,NA,NA,1,2,"Severe weather, like floods or intense storms",1,3,18,0,-2.93253125963146,14398.4,-0.0104726550446842
"108","Argentina",1,2,4,4,1,1,1,4,"Severe weather, like floods or intense storms",1,4,18,0,0.806206591320783,14398.4,-0.0104726550446842
"109","Argentina",0,2,4,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,7,0,-0.440039358996632,14398.4,-0.0104726550446842
"110","Argentina",1,3,4,4,0,1,1,4,"Droughts or water shortages",1,4,19,0,0.806206591320783,14398.4,-0.0104726550446842
"111","Argentina",1,3,4,4,0,NA,1,4,"Droughts or water shortages",1,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"112","Argentina",0,4,3,3,0,1,1,3,"Droughts or water shortages",1,4,15,2.1820118269004,-0.440039358996632,14398.4,-0.0104726550446842
"113","Argentina",0,5,4,2,0,1,1,4,"Severe weather, like floods or intense storms",0,4,7,0,-1.68628530931405,14398.4,-0.0104726550446842
"114","Argentina",1,NA,4,4,0,1,1,4,"Severe weather, like floods or intense storms",NA,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"115","Argentina",1,NA,3,4,0,NA,1,3,NA,0,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"116","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",0,4,22,0,0.806206591320783,14398.4,-0.0104726550446842
"117","Argentina",0,NA,3,2,1,0,4,1,"Severe weather, like floods or intense storms",1,3,4,0,-1.68628530931405,14398.4,-0.0104726550446842
"118","Argentina",0,NA,3,3,0,1,1,3,"Droughts or water shortages",0,4,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"119","Argentina",1,4,3,3,0,NA,2,3,"Droughts or water shortages",1,4,10,-1.04026145235949,-0.440039358996632,14398.4,-0.0104726550446842
"120","Argentina",1,4,4,3,0,1,1,4,"Droughts or water shortages",0,4,16,0,-0.440039358996632,14398.4,-0.0104726550446842
"121","Argentina",1,2,4,3,1,0,3,3,"Severe weather, like floods or intense storms",0,4,17,0.168091027362967,-0.440039358996632,14398.4,-0.0104726550446842
"122","Argentina",0,4,4,NA,0,NA,4,1,"Climate change does not exist (Volunteered)",NA,3,15,0.168091027362967,NA,14398.4,-0.0104726550446842
"123","Argentina",0,4,2,3,1,0,3,3,"Long periods of unusually hot weather",0,4,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"124","Argentina",1,5,4,3,0,0,2,4,"Droughts or water shortages",0,3,17,0,-0.440039358996632,14398.4,-0.0104726550446842
"125","Argentina",0,2,3,2,1,0,1,4,"Long periods of unusually hot weather",1,4,NA,0,-1.68628530931405,14398.4,-0.0104726550446842
"126","Argentina",1,5,4,2,1,0,3,3,"Long periods of unusually hot weather",0,3,15,0,-1.68628530931405,14398.4,-0.0104726550446842
"127","Argentina",0,5,4,3,1,1,1,4,"Severe weather, like floods or intense storms",1,3,16,0,-0.440039358996632,14398.4,-0.0104726550446842
"128","Argentina",1,4,4,3,1,1,4,2,"Severe weather, like floods or intense storms",1,3,12,0,-0.440039358996632,14398.4,-0.0104726550446842
"129","Argentina",0,3,3,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,6,0,-0.440039358996632,14398.4,-0.0104726550446842
"130","Argentina",1,3,4,4,1,0,2,3,"Droughts or water shortages",1,4,6,0,0.806206591320783,14398.4,-0.0104726550446842
"131","Argentina",0,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,16,0,0.806206591320783,14398.4,-0.0104726550446842
"132","Argentina",1,4,4,4,0,1,1,3,"Severe weather, like floods or intense storms",0,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"133","Argentina",0,4,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,17,1.57783558703917,0.806206591320783,14398.4,-0.0104726550446842
"134","Argentina",1,3,4,3,0,NA,1,3,"Severe weather, like floods or intense storms",1,4,10,1.37644350708543,-0.440039358996632,14398.4,-0.0104726550446842
"135","Argentina",1,6,3,3,1,0,2,2,"Droughts or water shortages",0,4,17,1.98061974694666,-0.440039358996632,14398.4,-0.0104726550446842
"136","Argentina",0,3,4,4,0,1,1,4,"Droughts or water shortages",1,4,4,0,0.806206591320783,14398.4,-0.0104726550446842
"137","Argentina",0,4,4,4,0,1,2,4,"Droughts or water shortages",1,4,17,1.37644350708543,0.806206591320783,14398.4,-0.0104726550446842
"138","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,15,-0.0333010525907765,0.806206591320783,14398.4,-0.0104726550446842
"139","Argentina",0,4,4,4,0,1,1,3,"Severe weather, like floods or intense storms",0,4,12,-0.436085212498264,0.806206591320783,14398.4,-0.0104726550446842
"140","Argentina",1,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,12,-0.436085212498264,0.806206591320783,14398.4,-0.0104726550446842
"141","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",0,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"142","Argentina",1,3,4,4,0,1,1,4,"Severe weather, like floods or intense storms",0,4,12,-0.637477292452008,0.806206591320783,14398.4,-0.0104726550446842
"143","Argentina",0,4,3,4,0,1,1,3,"Don't know",0,4,17,0,0.806206591320783,14398.4,-0.0104726550446842
"144","Argentina",0,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,13,0,0.806206591320783,14398.4,-0.0104726550446842
"145","Argentina",1,4,3,4,0,1,1,4,"Severe weather, like floods or intense storms",0,4,13,2.1820118269004,0.806206591320783,14398.4,-0.0104726550446842
"146","Argentina",0,3,3,3,0,1,1,3,"Droughts or water shortages",0,4,14,0,-0.440039358996632,14398.4,-0.0104726550446842
"147","Argentina",0,4,4,4,1,1,1,4,"Droughts or water shortages",1,4,16,0,0.806206591320783,14398.4,-0.0104726550446842
"148","Argentina",1,NA,3,3,0,1,1,4,"Droughts or water shortages",1,4,7,2.1820118269004,-0.440039358996632,14398.4,-0.0104726550446842
"149","Argentina",0,NA,4,4,0,1,1,4,"Long periods of unusually hot weather",0,4,13,-0.0333010525907765,0.806206591320783,14398.4,-0.0104726550446842
"150","Argentina",1,3,4,3,0,1,2,3,"Droughts or water shortages",1,4,7,-0.0333010525907765,-0.440039358996632,14398.4,-0.0104726550446842
"151","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",0,4,10,0,0.806206591320783,14398.4,-0.0104726550446842
"152","Argentina",0,4,2,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,18,0,-0.440039358996632,14398.4,-0.0104726550446842
"153","Argentina",1,5,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"154","Argentina",1,4,4,4,0,1,1,4,"Long periods of unusually hot weather",0,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"155","Argentina",0,4,2,3,0,NA,1,3,"Severe weather, like floods or intense storms",1,3,16,0,-0.440039358996632,14398.4,-0.0104726550446842
"156","Argentina",0,4,3,4,0,NA,1,4,"Severe weather, like floods or intense storms",1,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"157","Argentina",0,5,4,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,8,0,-0.440039358996632,14398.4,-0.0104726550446842
"158","Argentina",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,15,0,0.806206591320783,14398.4,-0.0104726550446842
"159","Argentina",1,4,4,4,0,1,1,4,"Rising sea levels",1,4,14,0,0.806206591320783,14398.4,-0.0104726550446842
"160","Argentina",1,1,3,3,0,0,2,3,"Severe weather, like floods or intense storms",0,4,17,0,-0.440039358996632,14398.4,-0.0104726550446842
"161","Argentina",1,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",0,4,11,-0.0333010525907765,-0.440039358996632,14398.4,-0.0104726550446842
"162","Argentina",1,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,3,11,0.168091027362967,-0.440039358996632,14398.4,-0.0104726550446842
"163","Argentina",1,3,3,3,0,NA,1,3,"Severe weather, like floods or intense storms",NA,4,9,-0.0333010525907765,-0.440039358996632,14398.4,-0.0104726550446842
"164","Argentina",1,NA,3,3,1,NA,1,3,"Severe weather, like floods or intense storms",NA,4,13,0.570875187270455,-0.440039358996632,14398.4,-0.0104726550446842
"165","Argentina",1,NA,3,3,0,1,1,3,"Severe weather, like floods or intense storms",NA,4,11,0.168091027362967,-0.440039358996632,14398.4,-0.0104726550446842
"166","Argentina",0,4,3,3,0,NA,NA,3,"Severe weather, like floods or intense storms",1,3,11,0.772267267224198,-0.440039358996632,14398.4,-0.0104726550446842
"167","Argentina",0,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,13,0.772267267224198,-0.440039358996632,14398.4,-0.0104726550446842
"168","Argentina",0,4,3,3,0,NA,1,3,"Severe weather, like floods or intense storms",1,4,7,-0.0333010525907765,-0.440039358996632,14398.4,-0.0104726550446842
"169","Argentina",0,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,3,6,-0.0333010525907765,-0.440039358996632,14398.4,-0.0104726550446842
"170","Argentina",0,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,6,-0.838869372405751,-0.440039358996632,14398.4,-0.0104726550446842
"171","Argentina",0,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,12,-0.0333010525907765,0.806206591320783,14398.4,-0.0104726550446842
"172","Argentina",1,4,3,3,1,0,3,3,"Droughts or water shortages",0,2,10,-0.637477292452008,-0.440039358996632,14398.4,-0.0104726550446842
"173","Argentina",1,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",NA,3,12,0,0.806206591320783,14398.4,-0.0104726550446842
"174","Argentina",1,4,4,4,1,1,3,2,"Severe weather, like floods or intense storms",1,4,14,-0.23469313254452,0.806206591320783,14398.4,-0.0104726550446842
"175","Argentina",1,NA,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,4,0,0.806206591320783,14398.4,-0.0104726550446842
"176","Argentina",0,5,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,13,0,0.806206591320783,14398.4,-0.0104726550446842
"177","Argentina",0,2,4,2,1,1,3,2,"Long periods of unusually hot weather",0,2,14,-1.04026145235949,-1.68628530931405,14398.4,-0.0104726550446842
"178","Argentina",0,4,4,4,0,1,1,4,"Droughts or water shortages",1,2,12,-0.637477292452008,0.806206591320783,14398.4,-0.0104726550446842
"179","Argentina",1,NA,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,3,4,-1.24165353231324,0.806206591320783,14398.4,-0.0104726550446842
"180","Argentina",1,4,4,3,0,1,1,3,"Severe weather, like floods or intense storms",0,3,12,-0.637477292452008,-0.440039358996632,14398.4,-0.0104726550446842
"181","Argentina",1,NA,1,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,14,0,0.806206591320783,14398.4,-0.0104726550446842
"182","Argentina",1,3,1,3,1,NA,4,1,"Climate change does not exist (Volunteered)",NA,3,2,0,-0.440039358996632,14398.4,-0.0104726550446842
"183","Argentina",0,NA,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,3,7,0,0.806206591320783,14398.4,-0.0104726550446842
"184","Argentina",0,4,4,3,1,1,2,3,"Droughts or water shortages",1,4,17,0,-0.440039358996632,14398.4,-0.0104726550446842
"185","Argentina",0,5,1,4,NA,1,1,3,"Severe weather, like floods or intense storms",1,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"186","Argentina",0,4,3,3,0,1,1,4,"Droughts or water shortages",0,3,7,0.369483107316711,-0.440039358996632,14398.4,-0.0104726550446842
"187","Argentina",1,NA,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,3,12,0,0.806206591320783,14398.4,-0.0104726550446842
"188","Argentina",1,4,4,3,0,0,1,3,"Long periods of unusually hot weather",0,4,12,-0.0333010525907765,-0.440039358996632,14398.4,-0.0104726550446842
"189","Argentina",0,NA,4,4,1,1,1,4,"Long periods of unusually hot weather",1,4,8,0.168091027362967,0.806206591320783,14398.4,-0.0104726550446842
"190","Argentina",1,NA,4,NA,0,1,1,4,"Severe weather, like floods or intense storms",1,NA,10,-1.24165353231324,NA,14398.4,-0.0104726550446842
"191","Argentina",1,5,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,12,0,0.806206591320783,14398.4,-0.0104726550446842
"192","Argentina",0,4,4,3,0,1,1,3,"Droughts or water shortages",1,2,7,-0.436085212498264,-0.440039358996632,14398.4,-0.0104726550446842
"193","Argentina",0,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,4,0,0.806206591320783,14398.4,-0.0104726550446842
